"","brand","model","prod_class","spec_label","spec_value","url"
"67","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Storage","32","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"68","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"69","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","LCD_resolution","1366 x 768","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"70","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Video_adapter","Intel HD Graphics","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"71","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"72","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Height","0.8","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"73","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Depth","7.9","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"74","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Width","11.5","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"75","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"76","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"77","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Battery_capacity","32","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"78","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Energy_Star","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"79","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"80","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"81","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"82","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"83","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"84","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Fingerprint_reader","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"85","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"86","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","USB_sleep_and_charge","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"87","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Thunderbolt_port","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"88","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"89","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Number_of_USB_ports","2","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"90","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"91","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"92","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"93","Acer","Aspire One Cloudbook AO1-131-C9PM computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/specs"
"94","Acer","Aspire R5-571T-57Z0 computer","laptop","Display_size","15.6","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"95","Acer","Aspire R5-571T-57Z0 computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"96","Acer","Aspire R5-571T-57Z0 computer","laptop","Processor","Intel Core i7-7200U 2.5GHz","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"97","Acer","Aspire R5-571T-57Z0 computer","laptop","Memory","8","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"98","Acer","Aspire R5-571T-57Z0 computer","laptop","Storage","1000","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"99","Acer","Aspire R5-571T-57Z0 computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"100","Acer","Aspire R5-571T-57Z0 computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"101","Acer","Aspire R5-571T-57Z0 computer","laptop","Video_adapter","Intel HD Graphics 620","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"102","Acer","Aspire R5-571T-57Z0 computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"103","Acer","Aspire R5-571T-57Z0 computer","laptop","Height","0.9","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"104","Acer","Aspire R5-571T-57Z0 computer","laptop","Depth","10.1","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"105","Acer","Aspire R5-571T-57Z0 computer","laptop","Width","14.6","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"106","Acer","Aspire R5-571T-57Z0 computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"107","Acer","Aspire R5-571T-57Z0 computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"108","Acer","Aspire R5-571T-57Z0 computer","laptop","Battery_capacity","48","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"109","Acer","Aspire R5-571T-57Z0 computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"110","Acer","Aspire R5-571T-57Z0 computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"111","Acer","Aspire R5-571T-57Z0 computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"112","Acer","Aspire R5-571T-57Z0 computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"113","Acer","Aspire R5-571T-57Z0 computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"114","Acer","Aspire R5-571T-57Z0 computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"115","Acer","Aspire R5-571T-57Z0 computer","laptop","Fingerprint_reader","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"116","Acer","Aspire R5-571T-57Z0 computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"117","Acer","Aspire R5-571T-57Z0 computer","laptop","USB_sleep_and_charge","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"118","Acer","Aspire R5-571T-57Z0 computer","laptop","Thunderbolt_port","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"119","Acer","Aspire R5-571T-57Z0 computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"120","Acer","Aspire R5-571T-57Z0 computer","laptop","Number_of_USB_ports","4","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"121","Acer","Aspire R5-571T-57Z0 computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"122","Acer","Aspire R5-571T-57Z0 computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"123","Acer","Aspire R5-571T-57Z0 computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"124","Acer","Aspire R5-571T-57Z0 computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/specs"
"125","Acer","Spin 5 SP513-51-55ZR computer","laptop","Display_size","13.3","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"126","Acer","Spin 5 SP513-51-55ZR computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"127","Acer","Spin 5 SP513-51-55ZR computer","laptop","Processor","Intel Core i5-6200U 2.3GHz","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"128","Acer","Spin 5 SP513-51-55ZR computer","laptop","Memory","8","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"129","Acer","Spin 5 SP513-51-55ZR computer","laptop","Storage","256","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"130","Acer","Spin 5 SP513-51-55ZR computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"131","Acer","Spin 5 SP513-51-55ZR computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"132","Acer","Spin 5 SP513-51-55ZR computer","laptop","Video_adapter","Intel HD Graphics 520","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"133","Acer","Spin 5 SP513-51-55ZR computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"134","Acer","Spin 5 SP513-51-55ZR computer","laptop","Height","0.8","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"135","Acer","Spin 5 SP513-51-55ZR computer","laptop","Depth","9","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"136","Acer","Spin 5 SP513-51-55ZR computer","laptop","Width","12.9","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"137","Acer","Spin 5 SP513-51-55ZR computer","laptop","Warranty_length","12","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"138","Acer","Spin 5 SP513-51-55ZR computer","laptop","Tech_support_length","12","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"139","Acer","Spin 5 SP513-51-55ZR computer","laptop","Battery_capacity","49","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"140","Acer","Spin 5 SP513-51-55ZR computer","laptop","Energy_Star","Yes","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"141","Acer","Spin 5 SP513-51-55ZR computer","laptop","EPEAT_level","","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"142","Acer","Spin 5 SP513-51-55ZR computer","laptop","Blu_ray_or_DVD","None","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"143","Acer","Spin 5 SP513-51-55ZR computer","laptop","Memory_card_reader","Yes","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"144","Acer","Spin 5 SP513-51-55ZR computer","laptop","Facial_recognition","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"145","Acer","Spin 5 SP513-51-55ZR computer","laptop","Hand_gesture_control","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"146","Acer","Spin 5 SP513-51-55ZR computer","laptop","Fingerprint_reader","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"147","Acer","Spin 5 SP513-51-55ZR computer","laptop","WiFi_type","802.11ac","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"148","Acer","Aspire R7-372T-54TM computer","laptop","Display_size","13.3","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"149","Acer","Spin 5 SP513-51-55ZR computer","laptop","USB_sleep_and_charge","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"150","Acer","Spin 5 SP513-51-55ZR computer","laptop","Thunderbolt_port","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"151","Acer","Spin 5 SP513-51-55ZR computer","laptop","Digital_video_out","Yes","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"152","Acer","Spin 5 SP513-51-55ZR computer","laptop","Number_of_USB_ports","3","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"153","Acer","Spin 5 SP513-51-55ZR computer","laptop","Gigabit_Ethernet","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"154","Acer","Aspire R7-372T-54TM computer","laptop","Operating_system_as_tested_","Windows 10 Home","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"155","Acer","Aspire R7-372T-54TM computer","laptop","Processor","Intel Core i5-6200U 2.3GHz","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"156","Acer","Aspire R7-372T-54TM computer","laptop","Memory","8","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"157","Acer","Aspire R7-372T-54TM computer","laptop","Storage","256","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"158","Acer","Aspire R7-372T-54TM computer","laptop","Video_memory","","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"159","Acer","Spin 5 SP513-51-55ZR computer","laptop","VGA_video_out","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"160","Acer","Spin 5 SP513-51-55ZR computer","laptop","DVI_video_out","No","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"161","Acer","Spin 5 SP513-51-55ZR computer","laptop","HDMI_output","Yes","https://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/specs"
"162","Acer","Aspire R7-372T-54TM computer","laptop","LCD_resolution","1920 x 1080","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"163","Acer","Aspire R7-372T-54TM computer","laptop","Video_adapter","Intel HD Graphics 520","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
"164","Acer","Aspire R7-372T-54TM computer","laptop","Optical_drive","None","https://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/specs"
